source,title,authors,year,venue,doi,url,abstract
Scopus,ModelShield: Adaptive and Robust Watermark Against Model Extraction Attack,"Pang, Kaiyi; Qi, Tao; Wu, Chuhan; Bai, Minhao; Jiang, Minghu; Huang, Yongfeng",2025,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2025.3530691,https://www.scopus.com/pages/publications/85215392445?origin=resultslist,"Large language models (LLMs) demonstrate general intelligence across a variety of machine learning tasks, thereby enhancing the commercial value of their intellectual property (IP). To protect this IP, model owners typically allow user access only in a black-box manner, however, adversaries can still utilize model extraction attacks to steal the model intelligence encoded in model generation. Watermarking technology offers a promising solution for defending against such attacks by embedding unique identifiers into the model-generated content. However, existing watermarking methods often compromise the quality of generated content due to heuristic alterations and lack robust mechanisms to counteract adversarial strategies, thus limiting their practicality in real-world scenarios. In this paper, we introduce an adaptive and robust watermarking method (named ModelShield) to protect the IP of LLMs. Our method incorporates a self-watermarking mechanism that allows LLMs to autonomously insert watermarks into their generated content to avoid the degradation of model content. We also propose a robust watermark detection mechanism capable of effectively identifying watermark signals under the interference of varying adversarial strategies. Besides, ModelShield is a plug-and-play method that does not require additional model training, enhancing its applicability in LLM deployments. Extensive evaluations on two real-world datasets and three LLMs demonstrate that our method surpasses existing methods in terms of defense effectiveness and robustness while significantly reducing the degradation of watermarking on the model-generated content. © 2005-2012 IEEE."
Scopus,Watermarking Language Models for Many Adaptive Users,"Cohen, Aloni; Hoover, Alexander; Schoenbach, Gabe",2025,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP61157.2025.00084,https://www.scopus.com/pages/publications/105009318870?origin=resultslist,"We study watermarking schemes for language models with provable guarantees. As we show, prior works offer no robustness guarantees against adaptive prompting: when a user queries a language model more than once, as even benign users do. And with just a single exception [1], prior works are restricted to zero-bit watermarking: machine-generated text can be detected as such, but no additional information can be extracted from the watermark. Unfortunately, merely detecting AI-generated text may not prevent future abuses. We introduce multi-user watermarks, which allow tracing model-generated text to individual users or to groups of colluding users, even in the face of adaptive prompting. We construct multi-user watermarking schemes from undetectable, adaptively robust, zero-bit watermarking schemes (and prove that the undetectable zero-bit scheme of [2] is adaptively robust). Importantly, our scheme provides both zero-bit and multi-user assurances at the same time. It detects shorter snippets just as well as the original scheme, and traces longer excerpts to individuals. The main technical component is a construction of message-embedding watermarks from zero-bit watermarks. Ours is the first generic reduction between watermarking schemes for language models. A challenge for such reductions is the lack of a unified abstraction for robustness - that marked text is detectable even after edits. We introduce a new unifying abstraction called AEB-robustness. AEB-robustness provides that the watermark is detectable whenever the edited text 'approximates enough blocks' of model-generated output. © 2025 IEEE."
Scopus,VoiceMark: Zero-Shot Voice Cloning-Resistant Watermarking Approach Leveraging Speaker-Specific Latents,"Li, Haiyun; Wu, Zhiyong; Xie, Xiaofeng; Xie, Jingran; Xu, Yaoxun; Peng, Hanyang",2025,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",10.21437/Interspeech.2025-575,https://www.scopus.com/pages/publications/105020076096?origin=resultslist,"Voice cloning (VC)-resistant watermarking is an emerging technique for tracing and preventing unauthorized cloning. Existing methods effectively trace traditional VC models by training them on watermarked audio but fail in zero-shot VC scenarios, where models synthesize audio from an audio prompt without training. To address this, we propose VoiceMark, the first zero-shot VC-resistant watermarking method that leverages speaker-specific latents as the watermark carrier, allowing the watermark to transfer through the zero-shot VC process into the synthesized audio. Additionally, we introduce VC-simulated augmentations and VAD-based loss to enhance robustness against distortions. Experiments on multiple zero-shot VC models demonstrate that VoiceMark achieves over 95% accuracy in watermark detection after zero-shot VC synthesis, significantly outperforming existing methods, which only reach around 50%. See our code and demos at: https://huggingface.co/spaces/haiyunli/VoiceMark. © 2025 International Speech Communication Association. All rights reserved."
Scopus,WaterMod: Modular Token-Rank Partitioning for Probability-Balanced LLM Watermarking,"Park, Shinwoo; Park, Hyejin; Ahn, Hyeseon; Han, Yo-Sub",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i39.40546,https://www.scopus.com/pages/publications/105034974646?origin=resultslist,"Large language models now draft news, legal analyses, and software code with human-level fluency. At the same time, regulations such as the EU AI Act mandate that each synthetic passage carry an imperceptible, machine-verifiable mark for provenance. Conventional logit-based watermarks satisfy this requirement by selecting a pseudorandom green vocabulary at every decoding step and boosting its logits, yet the random split can exclude the highest-probability token and thus erode fluency. WaterMod mitigates this limitation through a probability-aware modular rule. The vocabulary is first sorted in descending model probability; the resulting ranks are then partitioned by the residue rank mod k, which distributes adjacent—and therefore semantically similar—tokens across different classes. A fixed bias of small magnitude is applied to one selected class. In the zero-bit setting (k = 2), an entropy-adaptive gate selects either the even or the odd parity as the green list. Because the top two ranks fall into different parities, this choice embeds a detectable signal while guaranteeing that at least one high-probability token remains available for sampling. In the multi-bit regime (k > 2), the current payload digit d selects the color class whose ranks satisfy rank mod k = d. Biasing the logits of that class embeds exactly one base-k digit—equivalently log<sub>2</sub> k bits—per decoding step, thereby enabling fine-grained provenance tracing. The same modular arithmetic therefore supports both binary attribution and rich payloads. Experimental results demonstrate that WaterMod consistently attains strong watermark detection performance while maintaining generation quality in both zero-bit and multi-bit settings. This robustness holds across a range of tasks, including natural language generation, mathematical reasoning, and code synthesis. © 2026, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
Scopus,"Subtle Signatures, Strong Shields: Advancing Robust and Imperceptible Watermarking in Large Language Models","Ren, Yubing; Guo, Ping; Cao, Yanan; Ma, Wei",2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2024.findings-acl.327,https://www.scopus.com/pages/publications/85205295802?origin=resultslist,"The widespread adoption of Large Language Models (LLMs) has led to an increase in AI-generated text on the Internet, presenting a crucial challenge to differentiate AI-created content from human-written text. This challenge is critical to prevent issues of authenticity, trust, and potential copyright violations. Current research focuses on watermarking LLM-generated text, but traditional techniques struggle to balance robustness with text quality. We introduce a novel watermarking approach, Robust and Imperceptible Watermarking (RIW) for LLMs, which leverages token prior probabilities to improve detectability and maintain watermark imperceptibility. RIW methodically embeds watermarks by partitioning selected tokens into two distinct groups based on their prior probabilities and employing tailored strategies for each group. In the detection stage, RIW method employs the 'voted z-test' to provide a statistically robust framework to identify the presence of a watermark accurately. The effectiveness of RIW is evaluated across three key dimensions: success rate, text quality, and robustness against removal attacks. Our experimental results on various LLMs, including GPT2-XL, OPT-1.3B, and LLaMA2-7B, indicate that RIW surpasses existing models, and also exhibits increased robustness against various attacks and good imperceptibility, thus promoting the responsible use of LLMs. Our code is available at https://github.com/Lilicer/RIW. © 2024 Association for Computational Linguistics."
Scopus,Efficient and Universal Watermarking for LLM-Generated Code Detection,"Li, Boquan; Fu, Zirui; Zhang, Mengdi; Zhang, Peixin; Sun, Jun; Wang, Xingmei",2026,IEEE Transactions on Software Engineering,10.1109/TSE.2026.3710556,https://www.scopus.com/pages/publications/105044375529?origin=resultslist,"Large language models (LLMs) have significantly enhanced the usability of AI-generated code, providing effective assistance to programmers. This advancement also raises ethical and legal concerns, such as academic dishonesty and the generation of malicious code. For accountability, it is imperative to detect whether a piece of code is AI-generated. Watermarking is broadly considered a promising solution and has been successfully applied to identify LLM-generated text. However, existing efforts on code are far from ideal, suffering from limited universality and excessive time and memory consumption. In this work, we propose a plugand- play watermarking approach for AI-generated code detection, named ACW (AI Code Watermarking). ACW is training-free and works by selectively applying a set of carefully-designed, semantic-preserving and idempotent code transformations to LLM code outputs. The presence or absence of the transformations serves as implicit watermarks, enabling the detection of AI-generated code. Our experimental results show that ACW effectively and efficiently detects AI-generated code, preserves code utility, and is resilient against potential code disruptions. Especially, ACW is universal across different LLMs, addressing the limitations of existing approaches. © 1976-2012 IEEE."
Scopus,Beyond Dataset Watermarking: Model-Level Copyright Protection for Code Summarization Models,"Zhang, Jiale; Li, Haoxuan; Wu, Di; Sun, Xiaobing; Lu, Qinghua; Long, Guodong",2025,WWW 2025 - Proceedings of the ACM Web Conference,10.1145/3696410.3714641,https://www.scopus.com/pages/publications/105005159834?origin=resultslist,"Code Summarization Model (CSM) has been widely used in code production, such as online and web programming for PHP and Javascript. CSMs are essential tools in code production, enhancing software development efficiency and driving innovation in automated code analysis. However, CSMs face risks of exploitation by unauthorized users, particularly in an online environment where CSMs can be easily shared and disseminated. To address these risks, digital watermarks offer a promising solution by embedding imperceptible signatures within the models to assert copyright ownership and track unauthorized usage. Traditional watermarking for CSM copyright protection faces two main challenges: 1) dataset watermarking methods require separate design of triggers and watermark features based on the characteristics of different programming languages, which not only increases the computation complexity but also leads to a lack of generalization, 2) existing watermarks based on code style transformation are easily identifiable by automated detection, demonstrating poor concealment. To tackle these issues, we propose ModMark, a novel model-level digital watermark embedding method. Specifically, by fine-tuning the tokenizer, ModMark achieves cross-language generalization while reducing the complexity of watermark design. Moreover, we employ noise injection techniques to effectively prevent trigger detection. Experimental results show that our method can achieve 100% watermark verification rate across various programming languages’ CSMs, and the concealment and effectiveness of ModMark can also be guaranteed. © 2025 Copyright held by the owner/author(s)."
Scopus,Chaos-based multimedia encryption and watermarking scheme,"Yassin, Sura N.; Al-Jammas, Mohammed H.; Younis, Majid Dh.",2026,AIP Conference Proceedings,10.1063/5.0334252,https://www.scopus.com/pages/publications/105040791596?origin=resultslist,"This survey delves into the evolving landscape of information security, specifically within the domains of image and multimedia encryption, watermarking, and steganography. The study comprehensively reviews diverse research contributions that employ various methodologies, including chaotic maps, neural networks, encryption algorithms, and deep learning applications. The overarching theme involves fortifying data protection through the integration of chaos theory, showcasing the efficacy of chaotic maps in enhancing robustness and security. The contributions under scrutiny reflect innovative strategies, with researchers exploring hybrid approaches that integrating encryption with steganography, watermarking, and neural networks. Results from these endeavors demonstrate substantial advancements in security, efficiency, and resilience against a spectrum of cyber threats. However, the survey also highlights inherent challenges, such as computational expenses, potential visual quality trade-offs, and the ongoing need for refinement. © 2026 Author(s)."
Scopus,Towards Secure and Usable 3D Assets: A Novel Framework for Automatic Visible Watermarking,"Singh, Gursimran; Hu, Tianxi; Akbari, Mohammad; Tang, Qiang; Zhang, Yong",2025,"Proceedings - 2025 IEEE Winter Conference on Applications of Computer Vision, WACV 2025",10.1109/WACV61041.2025.00080,https://www.scopus.com/pages/publications/105003636924?origin=resultslist,"3D models, particularly AI-generated ones, have wit-nessed a recent surge across various industries such as en-tertainment. Hence, there is an alarming need to protect the intellectual property and avoid the misuse of these valuable assets. As a viable solution to address these concerns, we rigorously define the novel task of automated 3D visible wa-termarking in terms of two competing aspects: watermark quality and asset utility. Moreover, we propose a method of embedding visible watermarks that automatically deter-mines the right location, orientation, and number of wa-termarks to be placed on arbitrary 3D assets for high wa-termark quality and asset utility. Our method is based on a novel rigid-body optimization that uses back-propagation to automatically learn transforms for ideal watermark place-ment. In addition, we propose a novel curvature-matching method for fusing the watermark into the 3D model that further improves readability and security. Finally, we provide a detailed experimental analysis on two benchmark 3D datasets validating the superior performance of our approach in comparison to baselines. Code and demo are available here11https://developer.huaweicloud.com/develop/aigallery/notebook/detail?id=15adbaaa-2583-4ec3-804a-61c29f001e03. © 2025 IEEE."
Scopus,EATER: Entropy-Aware Multi-bit Watermarking for Large Language Models,"Ran, Ran; Gai, Keke; Yu, Jing",2027,Lecture Notes in Computer Science,10.1007/978-981-92-2759-4_41,https://www.scopus.com/pages/publications/105046284933?origin=resultslist,"The extensive generative capabilities of Large Language Models (LLMs) are causing the potential to increase abuse and misuse of AI-generated contents, which makes annotation and detection be critical tasks. Embedding watermarks into models is considered an effective approach that is imperceptible to humans but can be easily detected using specific algorithms. However, compared to the image and audio domains, the text domain possesses relatively limited redundancy. Most existing watermarking methods struggle to be effectively applied in scenarios requiring substantial embedding space, including low-entropy generation tasks and when it is necessary to embed multi-bit watermarks for advanced traceability. To address this challenge, in this work we propose a novel entropy-aware multi-bit watermarking framework. Specifically, by developing an entropy-aware filtering module, we estimate context entropy in real time to filter out invalid watermark spaces. Simultaneously, we integrate a multi-bit position allocation strategy to efficiently utilize the remaining space, thereby enabling trustworthy traceability of multi-bit watermark information in diverse generation scenarios. Comprehensive experiments demonstrate that our scheme improves text quality across various generation scenarios while maintaining high multi-bit decoding accuracy, providing a practical solution for the trustworthy traceability of LLMs. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027."
Scopus,TabTokWak: Token(less)-Value Watermarking for Tabular Foundational Models,"Galjaard, Jeroen M.; Zhu, Chaoyi; Birke, Robert; Chen, Pin-Yu; Bos, Cornelis; Chen, Lydia Y.",2026,Lecture Notes in Computer Science,10.1007/978-981-92-1300-9_23,https://www.scopus.com/pages/publications/105041823327?origin=resultslist,"Shareable tables generated by Foundational Models (FM) are increasingly adopted in industry and scientific applications. With the advent of such data, governance of it becomes an ever more pressing matter. Towards this, watermarking is shown to be a promising approach. While existing watermarking approaches successfully embed watermarks in natural language, they fall short for tabular data due to the susceptibility of token-based representations to post-processing and the arbitrary column ordering. We propose a novel watermarking scheme for tabular data, Tabular Token(less) Watermark (TabTokWak), which embeds a watermarking signal on FM-generated tabular value and its tokenized representation. To be invariant to table generation order, our token watermark uses a seeded pattern to derive its watermark signal. In our experiments on five real-world datasets and a representative tabular FM, we demonstrate that TabTokWak enables effective data governance with high detection efficiency and minimal impact on data quality. Therewith, empirically demonstrating TabTokWak’s detectability and its robustness with a favorable quality trade-off. Code online: https://gitlab.ewi.tudelft.nl/dmls/publications/tabtokwak. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026."
Scopus,Entropy-aware dynamic bias watermarking for LLM-generated emotional content,"Xu, Dawei; Dong, Xuyang; Li, Chunhai; Zheng, Baokun; Zhang, Chuan; Chen, Yilin; Zhu, Liehuang",2026,Pattern Recognition,10.1016/j.patcog.2025.112866,https://www.scopus.com/pages/publications/105025000797?origin=resultslist,"The application of large language models(LLMs) in affective computing-ranging from empathetic chatbots to creative writing-has intensified the demand for distinguishing and authenticating AI-generated emotional content. Watermarking, by embedding detectable signals into the outputs of language models, offers a promising solution. However, a critical challenge persists: emotional texts often exhibit low entropy or complex spiky entropy distributions, which severely undermine the performance of existing watermarking methods. Unlike prior works that primarily treated spiky entropy as an external metric, we focus specifically on its role within the text generation process itself. To address the challenges of watermarking under low-entropy and complex entropy distributions, we propose DBW (Dynamic Bias Watermarking)-an entropy-aware watermarking algorithm for LLMs. DBW dynamically adjusts the watermarking bias in real time based on the entropy of each token. This innovation ensures a stronger watermark signal (increased green token count) in high-entropy contexts, while minimizing interference and quality degradation in fragile low-entropy emotional segments. Experimental results demonstrate that the proposed DBW algorithm outperforms the KGW watermarking method in both complex entropy distribution and low-entropy text generation scenarios. DBW achieves higher detection accuracy without sacrificing text quality. Furthermore, comparative experiments show that our proposed DBW algorithm demonstrates superior robustness under different attacks. Our work provides a reliable and adaptive tool for safeguarding emotion-AI generated content, contributing to the secure and trustworthy deployment of large-scale pre-trained models in affective computing. © 2025 Elsevier Ltd"
Scopus,Unified attacks to large language model watermarks: Spoofing and scrubbing in unauthorized knowledge distillation,"Yi, Xin; Li, Yue; Zheng, Shunfan; Wang, Linlin; Wang, Xiaoling; He, Liang",2025,Knowledge-Based Systems,10.1016/j.knosys.2025.114295,https://www.scopus.com/pages/publications/105014272366?origin=resultslist,"Watermarking has emerged as a critical technique for combating misinformation and protecting intellectual property in large language models (LLMs). A particularly promising property, known as watermark radioactivity, offers potential for preventing the unauthorized use of LLM outputs in downstream distillation pipelines. However, the robustness of watermarking against scrubbing attacks and its unforgeability under spoofing attacks in unauthorized knowledge distillation settings remain underexplored. Existing attack methods either assume access to model internals or fail to support both attack types simultaneously. In our work, we propose Contrastive Decoding-guided Knowledge Distillation (CDG-KD), a unified framework that enables dual-path attacks under unauthorized knowledge distillation. At the core of CDG-KD is a novel contrastive decoding mechanism with token-level constraint fusion, which integrates a learned watermark discriminator and probability-based constraint component to selectively manipulate watermark-relevant logits. This allows for fine-grained control of watermark strength during generation without compromising fluency or semantics. Our approach employs contrastive decoding to extract corrupted or amplified watermark texts via comparing outputs, followed by dual-path distillation to train new student models capable of watermark removal and watermark forgery, respectively. Extensive experiments show that CDG-KD effectively performs attacks while preserving the general performance of the distilled model. Our findings underscore critical need for developing watermarking schemes that are robust and unforgeable. Our code is available at https://github.com/xinykou/CDG-KD. © 2025 Elsevier B.V."
Scopus,From compile to decompile: efficient watermark removal via source-to-source transformations; [从编译到反编译: 基于源码级转换的高效水印去除方法],"Huang, Hao; Zhou, Ruihua; Luo, Jiatang; Ma, Xiaohuan; Li, Yunpeng; Liu, Yuling",2025,Scientia Sinica Informationis,10.1360/SSI-2025-0255,https://www.scopus.com/pages/publications/105021331115?origin=resultslist,"While large language models (LLMs) efficiently generate code, they also introduce potential risks regarding copyright attribution and code misuse. To address this, LLM-watermarking techniques have emerged to trace code provenance. However, when applied to code, a unique medium, their effectiveness and robustness face severe challenges. Existing abstract syntax tree (AST)-based attack strategies for evaluating code watermark robustness suffer from inefficiencies and instability. To overcome this, this paper proposes DeMark, a novel compilation-decompilation-based watermark removal method. This method first compiles watermarked code into a low-level binary representation, leveraging compiler optimizations to eliminate watermark traces. Subsequently, using an innovative automated function call graph construction algorithm, it decompiles the optimized binary code back into high-level language code that preserves core functionality and readability, thereby efficiently removing the watermark. Experimental results demonstrate that DeMark exhibits significant effectiveness and superior adaptability in attacking existing watermarking methods, particularly when dealing with watermarks involving complex semantic-preserving transformations. Furthermore, this study pioneers a systematic evaluation of the robustness of watermarks in compiled languages like C++ under code refactoring and cross-language conversion scenarios. It reveals the inherent weaknesses of current text-based watermarking algorithms when applied to code generation and offers valuable insights for designing more robust code provenance mechanisms in the future. © 2025 Science Press. All rights reserved."
Scopus,Signature filtering: A lightweight enhancement for statistical watermark detection in large language models,"Hong, Chih-Duo; Chen, Yen-Pang; Yu, Fang",2027,Information Processing and Management,10.1016/j.ipm.2026.104998,https://www.scopus.com/pages/publications/105042789413?origin=resultslist,"Statistical watermarks help organizations attribute large language model (LLM) outputs, yet existing detectors often struggle when watermark signals are weak, texts are repetitive, or watermarks are edited. We propose signature filtering, a detection-time module that enhances watermark detection without modifying watermark embedding and text generation. It learns a small set of “signature” tokens whose presence makes watermark tests unreliable, and removes these tokens before detection. The signatures are obtained by solving a mixed-integer linear program on a small training set, with constraints that maximize the true positive rate. We additionally derive finite-sample and asymptotic bounds under several attacker models (color-blind, color-adaptive, and distributionally correlated). On four well-known watermark families (Kgw, Sweet, Unigram, Exp), four benchmark corpora (C4, MBPP, HumanEval, Code-Search-Net), and six LLMs (Opt-1.3b, Opt-6.7b, Llama2-13b, Llama3.1-8b, Qwen2.5-14b, Phi-3-medium-14b), 2–3-gram signatures raise detection rates in weak-signal and low-entropy settings from 8%–31% without filtering to 78%–99% with filtering, while keeping false positives controllable and often negligible. In stress tests where we scramble sentences and perturb 25%–50% of tokens by dilution, deletions, and substitutions, 2-gram filters for Kgw-style watermarks preserve most of the clean-text detection gains, often matching or outperforming the advanced WinMax watermark detector. Signature filtering thus provides a simple, scalable, and model-agnostic add-on to strengthen watermark-based provenance checks for LLM text in information processing workflows. © 2026 Published by Elsevier Ltd."
Scopus,A learned perceptual and neural detection framework for spread spectrum watermarking in medical images,"Hacini, Ikram; Sayah, Med Moad; Kafi, Med Redouane; Zermi, Narima; Khaldi, Amine; Boukhamla, Akram; Sahu, Aditya Kumar",2026,Array,10.1016/j.array.2026.100898,https://www.scopus.com/pages/publications/105038748739?origin=resultslist,"Medical image watermarking must ensure data authenticity and integrity without compromising diagnostic quality. Conventional spread spectrum methods suffer from key dependency, geometric vulnerability, hand-crafted perceptual models, and generative AI susceptibility. This paper presents a hybrid DWT-based spread spectrum framework for medical imaging with three innovations: a learned perceptual masking network (JND_net) that replaces analytical JND models, a lightweight CNN (SubBandSelector) that dynamically selects resilient wavelet sub-bands, and a neural detector (DetectorNet) that supplants fixed-threshold detection, all integrated with dual-key security (2<sup>128</sup> key space) and MAC authentication. Experiments on 1200 medical images with radiologist validation (51.3% detection accuracy, chance level; diagnostic confidence unchanged, p = 0.34) show bit error rates below 0.03 under JPEG, noise, and filtering, outperforming seven baselines (p < 0.001). Under generative AI attacks, BER reaches 0.112 (diffusion) and 0.087 (inpainting). The framework operates in real time (3.7 ms on T4 GPU, 25 ms on CPU) under blind extraction. © 2026 The Authors"
Scopus,Are You Copying My Model? Protecting the Copyright of Large Language Models for EaaS via Backdoor Watermark,"Peng, Wenjun; Yi, Jingwei; Wu, Fangzhao; Wu, Shangxi; Zhu, Bin; Lyu, Lingjuan; Jiao, Binxing; Xu, Tong; Sun, Guangzhong; Xie, Xing",2023,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2023.acl-long.423,https://www.scopus.com/pages/publications/85174406636?origin=resultslist,"Large language models (LLMs) have demonstrated powerful capabilities in both text understanding and generation. Companies have begun to offer Embedding as a Service (EaaS) based on these LLMs, which can benefit various natural language processing (NLP) tasks for customers. However, previous studies have shown that EaaS is vulnerable to model extraction attacks, which can cause significant losses for the owners of LLMs, as training these models is extremely expensive. To protect the copyright of LLMs for EaaS, we propose an Embedding Watermark method called EmbMarker that implants backdoors on embeddings. Our method selects a group of moderate-frequency words from a general text corpus to form a trigger set, then selects a target embedding as the watermark, and inserts it into the embeddings of texts containing trigger words as the backdoor. The weight of insertion is proportional to the number of trigger words included in the text. This allows the watermark backdoor to be effectively transferred to EaaS-stealer's model for copyright verification while minimizing the adverse impact on the original embeddings' utility. Our extensive experiments on various datasets show that our method can effectively protect the copyright of EaaS models without compromising service quality. Our code is available at https://github.com/yjw1029/EmbMarker. © 2023 Association for Computational Linguistics."
Scopus,Robustness Assessment and Enhancement of Text Watermarking for Google's SynthID,"Han, Xia; Li, Qi; Ni, Jianbing; Zulkernine, Mohammad",2025,"Proceedings of the IEEE International Conference on Trust, Security and Privacy in Computing and Communications, TrustCom",10.1109/Trustcom66490.2025.00109,https://www.scopus.com/pages/publications/105033641368?origin=resultslist,"Recent advances in LLM watermarking methods such as SynthID-Text by Google DeepMind offer promising solutions for tracing the provenance of AI-generated text. However, our robustness assessment reveals that SynthID-Text is vulnerable to meaning-preserving attacks, such as paraphrasing, copy-paste modifications, and back-translation, which can significantly degrade watermark detectability. To address these limitations, we propose SynGuard, a hybrid framework that combines the semantic alignment strength of Semantic Invariant Robust (SIR) with the probabilistic watermarking mechanism of SynthID-Text. Our approach jointly embeds watermarks at both lexical and semantic levels, enabling robust provenance tracking while preserving the original meaning. Experimental results across multiple attack scenarios show that SynGuard improves watermark recovery by an average of 11.1% in F1 score compared to SynthID-Text. These findings demonstrate the effectiveness of semantic-aware watermarking in resisting real-world tampering. All code, datasets, and evaluation scripts are publicly available at: https://github.com/githshine/SynGuard. © 2025 IEEE."
Scopus,SoK: Watermarking for AI-Generated Content,"Zhao, Xuandong; Gunn, Sam; Christ, Miranda; Fairoze, Jaiden; Fabrega, Andres; Carlini, Nicholas; Garg, Sanjam; Hong, Sanghyun; Nasr, Milad; Tramer, Florian; Jha, Somesh; Li, Lei; Wang, Yu-Xiang; Song, Dawn",2025,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP61157.2025.00178,https://www.scopus.com/pages/publications/105009351812?origin=resultslist,"As the outputs of generative AI (GenAl) techniques improve in quality, it becomes increasingly challenging to distinguish them from human-created content. Watermarking schemes are a promising approach to address the problem of distinguishing between AI and human-generated content. These schemes embed hidden signals within AI -generated content to enable reliable detection. While watermarking is not a silver bullet for addressing all risks associated with GenAl, it can play a crucial role in enhancing AI safety and trustworthiness by combating misinformation and deception. This paper presents a comprehensive overview of water-marking techniques for GenAl, beginning with the need for watermarking from historical and regulatory perspectives. We formalize the definitions and desired properties of watermarking schemes and examine the key objectives and threat models for existing approaches. Practical evaluation strategies are also explored, providing insights into the development of robust watermarking techniques capable of resisting various attacks. Additionally, we review recent representative works, highlight open challenges, and discuss potential directions for this emerging field. By offering a thorough understanding of watermarking in GenAl, this work aims to guide researchers in advancing watermarking methods and applications, and support policymakers in addressing the broader implications of GenAl. © 2025 IEEE."
Scopus,Watermarking Degrades Alignment in Language Models: Analysis and Mitigation,"Verma, Apurv; Phan, Nhathai; Trivedi, Shubhendu",2026,Transactions on Machine Learning Research,,https://www.scopus.com/pages/publications/105030979080?origin=resultslist,"Watermarking has become a practical tool for tracing language model outputs, but it modifies token probabilities at inference time, which were carefully tuned by alignment training. This creates a tension: how do watermark-induced shifts interact with the procedures intended to make models safe and useful? Experiments on several contemporary models and two representative watermarking schemes reveal that watermarking induces a nontrivial, patterned yet model-specific shift in alignment. We see two failure modes: guard attenuation, where models become more helpful but less safe, and guard amplification, where refusals become overly conservative. These effects persist even after controlling for perplexity degradation, pointing to alignment-specific distortions, not just quality loss. We address this with Alignment Resampling (AR), a procedure that samples multiple watermarked outputs and selects the most aligned response according to an external reward model. Using standard results on the expected maximum of Gaussian random variables, we derive a theoretical lower bound showing that alignment gains grow sublogarithmically with sample size. In practice, sampling as few as two to four candidates largely restores unwatermarked alignment performance in truthfulness, safety, and helpfulness, without hurting watermark detection. This is the first empirical study of watermarking-alignment interactions; it shows that a simple inference-time fix can recover alignment.<sup>1</sup>. © 2026, Transactions on Machine Learning Research. All rights reserved."
Scopus,SWIFT: Semantic Watermarking for Image Forgery Thwarting,"Evennou, Gautier; Chappelier, Vivien; Kijak, Ewa; Furon, Teddy",2024,"Proceedings - 16th IEEE International Workshop on Information Forensics and Security, WIFS 2024",10.1109/WIFS61860.2024.10810692,https://www.scopus.com/pages/publications/85211650021?origin=resultslist,"This paper proposes a novel approach towards image authentication and tampering detection by using watermarking as a communication channel for semantic information. We modify the HiDDeN deep-learning watermarking architecture to embed and extract high-dimensional real vectors representing image captions. Our method improves significantly robustness on both malign and benign edits. We also introduce a local confidence metric correlated with Message Recovery Rate, enhancing the method’s practical applicability. This approach bridges the gap between traditional watermarking and passive forensic methods, offering a robust solution for image integrity verification. The code is available at https://github.com/gautierevn/swift_watermarking. ©2024 IEEE."
Scopus,Decomposition then watermarking: Enhancing code traceability with dual-channel code watermarking,"Lin, Haibo; Li, Zhong; Ji, Ruihua; Pan, Minxue; Zhang, Tian; Wu, Nan; Li, Xuandong",2026,Automated Software Engineering,10.1007/s10515-025-00561-1,https://www.scopus.com/pages/publications/105018664691?origin=resultslist,"Code watermarking has gained increasing attention for tracing the provenance of code with the rapid growth of the open-source community. Existing work on code watermarking has shown promising results yet still falls short, especially when a multi-bit watermark for encoding diverse information is required. In this paper, we propose DWC, a novel code watermarking method with highly watermark capacity. The key idea of DWC is to first decompose the code into natural and formal channels, then embed the watermark separately into each channel based solely on its respective information. As such, DWC reduces the mutual interference between these two channels and the impacts of irrelevant information within the code, thus enabling more effective transformations for embedding watermarks with higher capacity and robustness. Our extensive experiments on source code snippets in four programming languages (C, C++, Java, and Python) demonstrate the effectiveness, efficiency, and capability of DWC in embedding multi-bit watermarks, as well as the utility and robustness of the watermarked code it generates. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025."
Scopus,Detecting AI-Generated Source Code in Student Assignments Using Steganographic Watermarks,"Horvath, Marek; Bubenkova, Lenka; Pietrikova, Emilia; Corba, Matej",2025,"ICETA 2025 - 23rd Year of International Conference on Emerging eLearning Technologies and Applications, Proceedings",10.1109/ICETA67772.2025.11280274,https://www.scopus.com/pages/publications/105031429712?origin=resultslist,"This paper presents the use of steganography to ensure the integrity and uniqueness of student programming assignments by embedding hidden student identifiers directly into assignment files. The system helps detect plagiarism and the use of AI models without altering visible content or functionality. A prototype tool was developed to generate and analyze assignments using multiple steganographic techniques, and the functionality of the proposed methods was evaluated through testing. © 2025 IEEE."
