title,authors,year,venue,doi,url,reason_for_exclusion
ON THE LEARNABILITY OF WATERMARKS FOR LANGUAGE MODELS,"Gu, Chenchen; Li, Xiang Lisa; Liang, Percy; Hashimoto, Tatsunori",2024,"12th International Conference on Learning Representations, ICLR 2024",,https://www.scopus.com/pages/publications/85197632837?origin=resultslist,General LLM watermarking; not code-specific.
Deep Robust Reversible Watermarking,"Chen, Jiale; Wei, Wang; Shi, Chongyang; Dong, Li; Li, Yuanman; Hu, Xiping",2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2026.3670969,https://www.scopus.com/pages/publications/105032689151?origin=resultslist,Invisible/visible/reversible watermarking (established image-domain terms); unrelated to code.
TimeWak: Temporal Chained-Hashing Watermark for Time Series Data,"Soi, Zhi Wen; Zhu, Chaoyi; Abiad, Fouad; Shankar, Aditya; Galjaard, Jeroen M.; Wang, Huijuan; Chen, Lydia Y.",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048584221?origin=resultslist,Non-code structured-data watermarking; unrelated to code.
SLIM: Stable Latent Integration for Robust Watermark in Diffusion Model,"Kong, Xiaoxi; Chen, Pengdi; Li, Bin; Yuan, Jieyu; Cai, Zhanchuan; Wu, Hao; Liang, Lifeng",2026,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/TCSVT.2026.3676184,https://www.scopus.com/pages/publications/105033475600?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
VocaLock: Watermark-Based Detection of Zero-Shot Voice Conversion Manipulation and Timbre Attribution,"Zhang, Yunming; Ye, Dengpan; Tondi, Benedetta; Barni, Mauro",2026,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2026.3723197,https://www.scopus.com/pages/publications/105048599839?origin=resultslist,Audio/speech watermarking; unrelated to code.
Tree-Rings Watermarks: Invisible Fingerprints for Diffusion Images,"Wen, Yuxin; Kirchenbauer, John; Geiping, Jonas; Goldstein, Tom",2023,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/85205707720?origin=resultslist,Image watermarking; unrelated to code.
Optimizing Watermarks for Large Language Models,"Wouters, Bram",2024,Proceedings of Machine Learning Research,,https://www.scopus.com/pages/publications/85203818178?origin=resultslist,General LLM watermarking; not code-specific.
"A Multimodal Approach to Digital Security: Combining Steganography, Watermarking, and Image Enhancement","Chaitanya, Gogineni Krishna; Gaddam, Sasidhar Reddy; Ahmad, Khadri Syed Faizz; Vicharapu, Balaji; Soundharya, Uppuluri Lakshmi; Madhuri, Uppuluri Naga Lakshmi",2025,International Journal of Basic and Applied Sciences,10.14419/3r5r6r74,https://www.scopus.com/pages/publications/105010756425?origin=resultslist,Image watermarking; unrelated to code.
Duwak: Dual Watermarks in Large Language Models,"Zhu, Chaoyi; Galjaard, Jeroen; Chen, Pin-Yu; Chen, Lydia Y.",2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2024.findings-acl.678,https://www.scopus.com/pages/publications/85205307072?origin=resultslist,General LLM watermarking; not code-specific.
IMAGE WATERMARKS ARE REMOVABLE USING CONTROLLABLE REGENERATION FROM CLEAN NOISE,"Liu, Yepeng; Song, Yiren; Ci, Hai; Zhang, Yu; Wang, Haofan; Shou, Mike Zheng; Bu, Yuheng",2025,"13th International Conference on Learning Representations, ICLR 2025",,https://www.scopus.com/pages/publications/105010263320?origin=resultslist,Image watermarking; unrelated to code.
Watermark Smoothing Attacks against Language Models,"Chang, Hongyan; Hassani, Hamed; Shokri, Reza",2025,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025",10.18653/v1/2025.findings-emnlp.264,https://www.scopus.com/pages/publications/105028973340?origin=resultslist,General LLM watermarking; not code-specific.
Saliency-Aware Diffusion Reconstruction for Effective Invisible Watermark Removal,"Alam, Inzamamul; Islam, Md Tanvir; Woo, Simon S.",2025,WWW Companion 2025 - Companion Proceedings of the ACM Web Conference 2025,10.1145/3701716.3715519,https://www.scopus.com/pages/publications/105009228434?origin=resultslist,Invisible/visible/reversible watermarking (established image-domain terms); unrelated to code.
Robust Soliton Distribution-Based Zero-Watermarking for Semi-Structured Power Data,"Zhao, Lei; Zou, Yunfeng; Xu, Chao; Ma, Yulong; Shen, Wen; Shan, Qiuhong; Jiang, Shuai; Yu, Yue; Cai, Yihan; Song, Yubo; Jiang, Yu",2024,Electronics (Switzerland),10.3390/electronics13030655,https://www.scopus.com/pages/publications/85184705733?origin=resultslist,Non-code structured-data watermarking; unrelated to code.
Overview of active defense watermarking for AIGC visual content: a perspective of “prevention-tracing-resistance” dynamic game; [面向AIGC视觉内容的主动防御水印综述：“防-查-抗” 动态博弈视角],"Xie, Xue; Qi, Yu’ang; Chen, Kejiang; Zhang, Weiming; Yu, Nenghai",2026,Tongxin Xuebao/Journal on Communications,10.11959/j.issn.1000-436x.TXXB260122,https://www.scopus.com/pages/publications/105048982899?origin=resultslist,Image watermarking; unrelated to code.
Wide Flat Minimum Watermarking for Robust Ownership Verification of GANs,"Fei, Jianwei; Xia, Zhihua; Tondi, Benedetta; Barni, Mauro",2024,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2024.3443650,https://www.scopus.com/pages/publications/85201317867?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Toward Robust Deepfake Detection: A Proactive Method Based on Watermarking and Knowledge Distillation,"Wang, Chunpeng; Ma, Wenlong; Zou, Li; Xia, Zhiqiu; Li, Qi; Ma, Bin; Liu, Yunan",2025,"MM 2025 - Proceedings of the 33rd ACM International Conference on Multimedia, Co-Located with MM 2025",10.1145/3746027.3755621,https://www.scopus.com/pages/publications/105024071370?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Masking-Watermarking Cooperative: An End-to-End Adversarial Protection Framework for Secure Text Distribution and Sharing,"Tie, Guiyao; Jha, Devki Nandan; Barika, Mutaz; Song, Jun",2026,IEEE Transactions on Computers,10.1109/TC.2026.3662446,https://www.scopus.com/pages/publications/105030566367?origin=resultslist,Natural-language text watermarking; not code-specific.
Context-aware Watermark with Semantic Balanced Green-red Lists for Large Language Models,"Guo, Yuxuan; Tian, Zhiliang; Song, Yiping; Liu, Tianlun; Ding, Liang; Li, Dongsheng",2024,"EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",10.18653/v1/2024.emnlp-main.1260,https://www.scopus.com/pages/publications/85217780216?origin=resultslist,General LLM watermarking; not code-specific.
InnoGuard: Secure Authorship Verification Using ECC-Encoded Watermarks and Randomized Embedding for AIGC-Resilient Images,"Tran, Tuan-Viet; Nguyen, Dinh-Tung; Tran, Minh-Triet; Do, Trong-Le",2026,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3098117,https://www.scopus.com/pages/publications/105032955878?origin=resultslist,Image watermarking; unrelated to code.
BitMark: Watermarking Bitwise Autoregressive Image Generative Models,"Kerner, Louis; Meintz, Michel; Zhao, Bihe; Boenisch, Franziska; Dziedzic, Adam",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048590166?origin=resultslist,Image watermarking; unrelated to code.
OmniGuard: Hybrid Manipulation Localization via Augmented Versatile Deep Image Watermarking,"Zhang, Xuanyu; Tang, Zecheng; Xu, Zhipei; Li, Runyi; Xu, Youmin; Chen, Bin; Gao, Feng; Zhang, Jian",2025,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,10.1109/CVPR52734.2025.00286,https://www.scopus.com/pages/publications/105017069314?origin=resultslist,Image watermarking; unrelated to code.
Black-Box Watermarking and Blockchain for IP Protection of Voiceprint Recognition Model,"Zhang, Jing; Dai, Long; Xu, Liaoran; Ma, Jixin; Zhou, Xiaoyi",2023,Electronics (Switzerland),10.3390/electronics12173697,https://www.scopus.com/pages/publications/85170519719?origin=resultslist,Audio/speech watermarking; unrelated to code.
MetaSeal: Defending Against Image Attribution Forgery Through Content-Dependent Cryptographic Watermarks,"Zhou, Tong; Ding, Ruyi; Liu, Gaowen; Fleming, Charles; Kompella, Ramana Rao; Fei, Yunsi; Xu, Xiaolin; Ren, Shaolei",2026,Transactions on Machine Learning Research,,https://www.scopus.com/pages/publications/105030169198?origin=resultslist,Image watermarking; unrelated to code.
Anti-average Collusion Fingerprint Code Construction Based on Quantized Watermark Embedding,"Li, Qianwen; Yang, Peiru; Fu, Qiang; Wang, Xiang",2026,"Proceedings - 2026 IEEE 3rd International Conference on Big Data Science and Engineering, ICBDSE 2026",10.1109/ICBDSE70225.2026.11635284,https://www.scopus.com/pages/publications/105048813375?origin=resultslist,"""Code"" here means a collusion-resistant fingerprinting code (coding theory), not source code; for generic multimedia content, unrelated to software."
Trigger-Based Fragile Model Watermarking for Image Transformation Networks,"Robinette, Preston K.; Nguyen, Thuy Dung; Sasaki, Samuel; Johnson, Taylor T.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-07884-1_18,https://www.scopus.com/pages/publications/105020251310?origin=resultslist,Image watermarking; unrelated to code.
BLACK-BOX DETECTION OF LANGUAGE MODEL WATERMARKS,"Gloaguen, Thibaud; Jovanović, Nikola; Staab, Robin; Vechev, Martin",2025,"13th International Conference on Learning Representations, ICLR 2025",,https://www.scopus.com/pages/publications/105010211034?origin=resultslist,General LLM watermarking; not code-specific.
Secure and Efficient Watermarking for Latent Diffusion Models in Model Distribution Scenarios,"Lei, Liangqi; Gai, Keke; Yu, Jing; Zhu, Liehuang; Wu, Qi",2025,IJCAI International Joint Conference on Artificial Intelligence,10.24963/ijcai.2025/831,https://www.scopus.com/pages/publications/105021832481?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
A Baseline Method for Removing Invisible Image Watermarks using Deep Image Prior,"Liang, Hengyue; Li, Taihui; Sun, Ju",2025,Transactions on Machine Learning Research,,https://www.scopus.com/pages/publications/105011071250?origin=resultslist,Image watermarking; unrelated to code.
TraceMark-LDM: Authenticatable watermarking for latent diffusion models via binary-guided rearrangement,"Luo, Wenhao; Shen, Zhangyi; Yao, Ye; Ding, Feng; Zhu, Guopu; Meng, Weizhi",2026,Expert Systems with Applications,10.1016/j.eswa.2026.131831,https://www.scopus.com/pages/publications/105033069974?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
A study of watermarking techniques for data publishing,"Yuan, Shuguang; Yu, Jing; Yang, Ke; Wang, Yuyang; Li, Zhaochen; Qiu, Jiabao; Yang, Tengfei; Chen, Chi",2025,Multimedia Tools and Applications,10.1007/s11042-025-20886-z,https://link.springer.com/article/10.1007/s11042-025-20886-z,Data-publishing watermarking; unrelated to code.
PTW: Pivotal Tuning Watermarking for Pre-Trained Image Generators,"Lukas, Nils; Kerschbaum, Florian",2023,"32nd USENIX Security Symposium, USENIX Security 2023",,https://www.scopus.com/pages/publications/85171252439?origin=resultslist,Image watermarking; unrelated to code.
Blockchain-Enhanced Watermarking for Cloud-Based Content Authentication,"Saraswat, Birendra Kumar; Vashist, Prem Chand",2025,Digital Watermarking in Cloud Environments For Copyright Protection,10.4018/979-8-3373-3785-2.ch008,https://www.scopus.com/pages/publications/105018898039?origin=resultslist,General generative-AI-content watermarking; not code-specific.
Watermarking via Gaussian noise modulation in diffusion models,"Tian, Yingjie; Wang, Xiaoxiao",2026,Neurocomputing,10.1016/j.neucom.2025.132188,https://www.scopus.com/pages/publications/105023324392?origin=resultslist,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Fast and Effective Overwrite Attack Against DNN-Based Image Watermarking Models,"Li, Shaoxin; Liao, Xiaofeng; Zhang, Qiqi; Xue, Yuanqi; Chu, Lingyang",2026,IEEE Transactions on Multimedia,10.1109/TMM.2025.3632696,https://www.scopus.com/pages/publications/105022412842?origin=resultslist,Image watermarking; unrelated to code.
"Digital watermarking techniques, challenges, and applications: A review","Naem, Saif Aldeen S.; Hameed, Sarab M.",2025,Mesopotamian Journal of CyberSecurity,10.58496/MJCS/2025/028,https://www.scopus.com/pages/publications/105008231097?origin=resultslist,General digital-watermarking survey with no code/LLM angle indicated; not code-specific.
WMCopier: Forging Invisible Image Watermarks on Arbitrary Images,"Dong, Ziping; Shuai, Chao; Ba, Zhongjie; Cheng, Peng; Qin, Zhan; Wang, Qinglong; Ren, Kui",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048584013?origin=resultslist,Image watermarking; unrelated to code.
Securing the Language of Life: Inheritable Watermarks from DNA Language Models to Proteins,"Zhang, Zaixi; Jin, Ruofan; Cong, Le; Wang, Mengdi",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048533032?origin=resultslist,General LLM watermarking; not code-specific.
Transferable Black-Box One-Shot Forging of Watermarks via Image Preference Models,"Souček, Tomáš; Rebuffi, Sylvestre-Alvise; Fernandez, Pierre; Jovanović, Nikola; Elsahar, Hady; Lacatusu, Valeriu; Tran, Tuan; Mourachko, Alexandre",2025,Advances in Neural Information Processing Systems,,https://www.scopus.com/pages/publications/105048512902?origin=resultslist,Image watermarking; unrelated to code.
TransLock: Securing LLM deployment for software applications via self-locking watermarks,"Ye, Pei-Gen; Zhang, Zhenxin; Mo, Kanghua; Peng, Yun",2026,Empirical Software Engineering,10.1007/s10664-025-10750-x,https://www.scopus.com/pages/publications/105024068447?origin=resultslist,General LLM watermarking; not code-specific.
AI watermarking must be watertight to be effective,,2024,Nature,10.1038/d41586-024-03418-x,https://www.nature.com/articles/d41586-024-03418-x,"General AI-watermarking commentary, not a proposed method."
