title,authors,year,venue,doi,url,abstract
From compile to decompile: efficient watermark removal via source-to-source transformations; [从编译到反编译: 基于源码级转换的高效水印去除方法],"Huang, Hao; Zhou, Ruihua; Luo, Jiatang; Ma, Xiaohuan; Li, Yunpeng; Liu, Yuling",2025,Scientia Sinica Informationis,10.1360/SSI-2025-0255,https://www.sciengine.com/doi/pdf/648FBE40CC4F4C26940FE994055E8173,"While large language models (LLMs) efficiently generate code, they also introduce potential risks regarding copyright attribution and code misuse. To address this, LLM-watermarking techniques have emerged to trace code provenance. However, when applied to code, a unique medium, their effectiveness and robustness face severe challenges. Existing abstract syntax tree (AST)-based attack strategies for evaluating code watermark robustness suffer from inefficiencies and instability. To overcome this, this paper proposes DeMark, a novel compilation-decompilation-based watermark removal method. This method first compiles watermarked code into a low-level binary representation, leveraging compiler optimizations to eliminate watermark traces. Subsequently, using an innovative automated function call graph construction algorithm, it decompiles the optimized binary code back into high-level language code that preserves core functionality and readability, thereby efficiently removing the watermark. Experimental results demonstrate that DeMark exhibits significant effectiveness and superior adaptability in attacking existing watermarking methods, particularly when dealing with watermarks involving complex semantic-preserving transformations. Furthermore, this study pioneers a systematic evaluation of the robustness of watermarks in compiled languages like C++ under code refactoring and cross-language conversion scenarios. It reveals the inherent weaknesses of current text-based watermarking algorithms when applied to code generation and offers valuable insights for designing more robust code provenance mechanisms in the future. © 2025 Science Press. All rights reserved."
Watermarking training data of music generation models,"P Epple, I Shilov, B Stevanoski…",2024,arXiv preprint arXiv …,,https://arxiv.org/abs/2412.08549,"Generative Artificial Intelligence (Gen-AI) models are increasingly used to produce content across domains, including text, images, and audio. While these models represent a major technical breakthrough, they gain their generative capabilities from being trained on enormous amounts of human-generated content, which often includes copyrighted material. In this work, we investigate whether audio watermarking techniques can be used to detect an unauthorized usage of content to train a music generation model. We compare outputs generated by a model trained on watermarked data to a model trained on non-watermarked data. We study factors that impact the model's generation behaviour: the watermarking technique, the proportion of watermarked samples in the training set, and the robustness of the watermarking technique against the model's tokenizer. Our results show that audio watermarking techniques, including some that are imperceptible to humans, can lead to noticeable shifts in the model's outputs. We also study the robustness of a state-of-the-art watermarking technique to removal techniques."
Adaptive Code Watermarking Through Reinforcement Learning,"Z Guo, H Zhu, S Xu, H Zhang, T Xiao, M Cheng",,openreview.net,,https://openreview.net/forum?id=4msXyRezc2,"Protecting intellectual property on LLM-generated code necessitates effective watermarking systems that can operate within code's highly structured, syntactically constrained nature. In this work, we introduce CodeTracer, an innovative adaptive code watermarking framework underpinned by a novel reinforcement learning training paradigm. At its core, CodeTracer features a policy-driven approach that utilizes a parameterized model to intelligently bias token choices during next-token prediction. This strategy ensures that embedded watermarks maintain code functionality while exhibiting subtle yet statistically detectable deviations from typical token distributions. To facilitate policy learning, we devise a comprehensive reward system that seamlessly integrates execution feedback with watermark embedding signals, balancing process-level and outcome-level rewards. Additionally, we employ Gumbel Top-k reparameterization to enable gradient-based optimization of discrete watermarking decisions. Extensive comparative evaluations demonstrate CodeTracer's significant superiority over state-of-the-art baselines in both watermark detectability and the preservation of generated code's functionality. Our code is available at https://anonymous.4open.science/r/CodeTracer-B8EE."
ASLang: Compiler-Driven Watermark Injection and Detection for Traceable AI Content Generation,"Li, Minghui; Li, Yang; Fang, Liming",2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2026.3714372,https://ieeexplore.ieee.org/abstract/document/11617198/?casa_token=nHYSUCtK7XoAAAAA:N7KM9_3kPLkCmlRBhU5qAg_EGyCUAEN7W1U6nIdMp9iarlgLuW4y8K0BsflMt5bjeNnNUTUT,"The rapid spread of large language models has made AI generated text and code increasingly pervasive, which in turn makes reliable attribution and traceability a pressing requirement. Existing watermarking methods are promising, but most rely on retraining, finetuning, or direct control over the model, assumptions that are increasingly unrealistic in the LLM era due to closed commercial deployment and the high cost of model adaptation. In this paper, we present ASLang, a compiler driven watermark injection and detection framework for traceable AI content generation. Instead of modifying the model during training, ASLang binds a keyed watermarking process directly to the compiled decode path, turning deployment compilation itself into an attribution channel from protected artifact to final output. Implemented in TVM, ASLang supports both natural language and code generation under a unified framework, and enables output only verification without requiring access to prompts, logits, or model internals. Experiments on TinyLlama and TinyStories-33M show that ASLang consistently outperforms representative baselines in detectability on both text and code, while maintaining favorable quality retention, robustness under lightweight post processing, and low deployment overhead. These results demonstrate that compiler stage watermarking is a practical and effective path toward controllable and traceable AI generation. © 2026 Institute of Electrical and Electronics Engineers Inc.. All rights reserved."
Removing the Watermark Is Not Enough: Forensic Stealth in Generative-AI Watermark Removal,"YN Goonatilake, G Ateniese",2026,arXiv preprint arXiv:2605.09203,,https://arxiv.org/abs/2605.09203,"The literature on watermark removal has largely asked whether an attacker can make the watermark verifier fail while preserving the appearance of the image. This is a useful test, but it does not capture the purpose of removal in applications where watermarks support provenance. In such settings, the attacker wants the image to pass as ordinary content. If the removal process leaves a recognizable statistical trace, the watermark may have disappeared, but deniability has not been restored. We call this missing requirement forensic stealth. We evaluate six recent attacks spanning four different removal strategies and find that all leave strong forensic traces. At a 1% false-positive target, attack-specific detectors identify at least 99% of the removal outputs. In a separate image-by-image assessment of five attacks, only one of 750 outputs removes the watermark, remains within the fidelity budget, and evades forensic detection. The consistency of this result across different mechanisms shows that current evaluation practice overlooks a central part of the security problem. We also ask whether forensic stealth is possible in principle. Under explicit idealized assumptions, we show that exact forensic stealth is possible when a remover preserves source content and resamples the remaining detail from the corresponding clean distribution. In this model, the resulting outputs exactly match the clean-image distribution while remaining within the distortion budget. This shows that removal traces are not inevitable and places the practical difficulty in generating source-appropriate clean variation without damaging the image. We argue that forensic stealth should become part of the standard by which watermark removal is judged."
Stealing Watermarks of Large Language Models via Mixed Integer Programming,"Zhang, Zhaoxi; Zhang, Xiaomei; Zhang, Yanjun; Zhang, Leo Yu; Chen, Chao; Hu, Shengshan; Gill, Asif; Pan, Shirui",2024,"Proceedings - Annual Computer Security Applications Conference, ACSAC",10.1109/ACSAC63791.2024.00021,https://ieeexplore.ieee.org/document/10917955,"The Large Language Model (LLM) watermark is a newly emerging technique that shows promise in addressing concerns surrounding LLM copyright, monitoring AI-generated text, and preventing its misuse. The LLM watermark scheme commonly includes generating secret keys to partition the vocabulary into green and red lists, applying a perturbation to the logits of tokens in the green list to increase their sampling likelihood, thus facilitating watermark detection to identify AI-generated text if the proportion of green tokens exceeds a threshold. However, recent research indicates that watermarking methods using numerous keys are susceptible to removal attacks, such as token editing, synonym substitution, and paraphrasing, with robustness declining as the number of keys increases. Therefore, the state-of-the-art watermark schemes that employ fewer or single keys have been demonstrated to be more robust against text editing and paraphrasing. In this paper, we propose a novel green list stealing attack against the state-of-the-art LLM watermark scheme and systematically examine its vulnerability to this attack. We formalize the attack as a mixed integer programming problem with constraints. We evaluate our attack under a comprehensive threat model, including an extreme scenario where the attacker has no prior knowledge, lacks access to the watermark detector API, and possesses no information about the LLM’s parameter settings or watermark injection/detection scheme. Extensive experiments on LLMs, such as OPT and LLaMA, demonstrate that our attack can successfully steal the green list and remove the watermark across all settings. © 2024 IEEE."
Detecting AI-Generated Source Code in Student Assignments Using Steganographic Watermarks,"Horvath, Marek; Bubenkova, Lenka; Pietrikova, Emilia; Corba, Matej",2025,"ICETA 2025 - 23rd Year of International Conference on Emerging eLearning Technologies and Applications, Proceedings",10.1109/ICETA67772.2025.11280274,https://ieeexplore.ieee.org/document/11280274,"This paper presents the use of steganography to ensure the integrity and uniqueness of student programming assignments by embedding hidden student identifiers directly into assignment files. The system helps detect plagiarism and the use of AI models without altering visible content or functionality. A prototype tool was developed to generate and analyze assignments using multiple steganographic techniques, and the functionality of the proposed methods was evaluated through testing. © 2025 IEEE."
DeepVerifier: Robust Watermarking of Deep Neural Networks Based on Black-Box and White-Box Reasoning,T. Tyagi; K. N. Singh; A. K. Singh; B. B. Gupta,2025,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2025.3601855,https://ieeexplore.ieee.org/document/11159508,"Recently, deep learning models have become the backbone of critical applications, serving as a key asset across various domains such as social media, healthcare, finance, and retail. Consequently, the market for these models has expanded exponentially, with platforms emerging to facilitate secure transactions and collaborations between model developers and end users. However, this convenience has also given rise to significant challenges, particularly copyright infringement and ownership conflicts. To address these issues, we propose a unified framework, DeepVerifier, which integrates black-box and white-box watermarking. Cryptographic hash functions (SHA) and chaotic maps are utilized to generate a unique secret message. This message, called the watermark, is then divided into $k$ blocks. We determine the optimal embedding locations as the model parameters with the lowest gradient weights, after which the blocks are imperceptibly concealed within selected weights. To evaluate the effectiveness of DeepVerifier, we assess the watermarked model in both black-box and white-box scenarios on the receiver’s end. Experimental results demonstrate that DeepVerifier enables two-stage ownership verification of notable models against various attacks while deteriorating the original task accuracy by less than 0.5% on average. To the best of our knowledge, this is the first attempt to develop a method for the copyright protection of deep neural network (DNN) models using the lowest-gradient-based embedding of a generated fused watermark and two-stage ownership verification via watermarking."
SecurePoL: Integration of Watermarking With Proof-of-Learning to Enhance Security Against Spoofing Attacks,"Ural, Ozgur; Yoshigoe, Kenji",2025,IEEE Access,10.1109/ACCESS.2025.3642198,https://ieeexplore.ieee.org/document/11293969,"Proof-of-Learning (PoL) attests training effort but remains vulnerable to tolerance-based spoofing, while model watermarking (WM) protects ownership without verifying how a model was trained. We present SecurePoL, a dual-layer framework that couples immutable PoL logs with three watermarking strategies: feature-based triggers, sparse parameter perturbations, and a non-intrusive auxiliary head, so that verification succeeds only when both the training trajectory and the watermark are consistent. This design forces an attacker to satisfy trajectory consistency and watermark integrity at the same time, rather than bypassing each mechanism in isolation. On CIFAR-10 with ResNet-20, SecurePoL raises the cost of blindfold Top-Q and infinitesimal-update attacks while preserving task utility: accuracy changes are 0.00, −0.03, and −0.58 percentage points for the three strategies, with runtime overheads between 0.6% and 17.3% and proof logs below 12 MB. These results, together with an analysis of hyperparameter sweeps and attacker models, indicate that integrating PoL with watermarking is a practical path toward secure, auditable, and tamper-evident ML training. © 2013 IEEE."
WRATH: Turning Watermark Robustness Against Itself via a Watermark-Agnostic Black-Box Invalidation Attack,N. Jiang; J. Hu; B. Sun; T. Sim; J. Han,2026,2026 IEEE Symposium on Security and Privacy (SP),10.1109/SP63933.2026.00197,https://ieeexplore.ieee.org/document/11573391,"Watermarks are increasingly embedded in AI-generated images to indicate their machine-generated origin. For reliable detection, watermarks are designed to remain robust against common image manipulations such as resizing and compression. In this paper, we uncover a previously overlooked vulnerability: the robustness property of watermarking schemes can inadvertently expose the image features that carry watermark signals. Exploiting this vulnerability, we introduce WRATH, the first watermark-agnostic black-box attack capable of both watermark removal and forgery. Our attack is practical and requires only a scheme's robustness information, which is typically public or can be obtained through simple robustness tests. When evaluated against state-of-theart watermarking schemes, including Amazon's, WRATH successfully attacks all evaluated schemes while preserving high perceptual image quality. We also discuss practical defenses to mitigate this vulnerability, and our findings call for a rethink of watermark security."
Evaluating the security of public surrogate watermark detectors,C. Imadache; E. Giboulot; T. Furon,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/ICASSP49660.2025.10889821,https://ieeexplore.ieee.org/document/10889821,"The omnipresence of generated content has led to an increasing need of multimedia content traceability. Water-marking techniques have been proven to provide both detection guarantees and robustness. However, widespread use of such methods would require disclosing the watermark detector to the public. Such access breaches the watermark security: end-users with unlimited access to the detector could easily craft adversarial examples, through white-box and black-box attacks. To circumvent this issue, we suggest providing to the public a surrogate, less accurate detector. Calls to the private detector would be reserved for important or anomalous cases. This paper studies the potential leakage of information from the surrogate detector. We first create a wide panel of images adversarial to the surrogate detector. The efficiency of the private detector is then assessed on this data. This allows us to introduce a metric of the transferability of these attacks from the surrogate to the private detector. Through this metric, we evaluate the security of different designs of surrogate detectors."
Meta-Watermarking for Detection Recovery under Attack Shift: Empirical Analysis of FOMAML-Based Fast Adaptation,H. G. Yun; J. M. Park; H. Y. Kim,2026,IEEE Access,10.1109/ACCESS.2026.3731045,https://ieeexplore.ieee.org/document/11679097,"Diffusion-model watermark detectors are usually evaluated under fixed attack distributions, although deployed systems face continual attack shift. When out-of-distribution attacks reduce detection quality, full retraining is too slowfor latency-sensitive verification services. This paper formulateswatermark detection recovery as a task-level adaptation problem and proposes a meta-watermarking framework that learns a shared detector initialization via first-order Model-Agnostic Meta-Learning (FOMAML) on 10-dimensional ROBIN ring-frequency features. Recovery is measured by the minimum adaptation step k∗ needed to satisfy a fixed TPR/FPR operating point. Across six data scales (16–512 images), seven attack types, and four methods, the meta-initialized 11-parameter logistic detector achieves zero-shot recovery (k∗ = 0) on unseen rotation attacks at N = 128, with TPR=0.875 and FPR=0.063, whereas full retraining requires k∗ = 2. Threshold-only recalibration fails at this scale on rotation, indicating that learned initialization remains beneficial at moderate data budgets. After feature extraction, the detector classifies in 0.079 ms per image, about 43,000× smaller than the shared DDIM inversion stage that dominates end-to-end latency. Exploratory Spearman trends over the five single-seed scales (N = 16–256) suggested faster recovery with scale, but including the N = 512 stress test (n = 6) removes this correlation, and the multi-seed recovery rates are non-monotonic, so the trend does not generalize across all tested scales. The results are therefore consistent with meta-initialization as a practical recovery mechanism for the tested rotation attack shift, while recovery under high-noise conditions remains limited."
SARW: A Secure Semantic Watermarking Framework for Data Ownership and Attribution in RAG Knowledge Bases,Y. Wang; Z. Zhang; Z. Qin; Z. Wang; Z. Li; L. Zhu,2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2026.3705017,https://ieeexplore.ieee.org/document/11570024,"Retrieval-Augmented Generation (RAG) enhances the factual accuracy and temporal relevance of large language model (LLM) outputs by integrating external knowledge sources, driving its widespread adoption in real-world applications. However, this explicit dependence on retrievable knowledge repositories introduces significant risks of intellectual property (IP) leakage and unauthorized reuse, elevating IP protection in RAG systems to a critical concern. While text watermarking techniques have advanced considerably, they often fail in RAG contexts. LLMs frequently rephrase, summarize, or semantically reorganize retrieved content during generation, severely degrading the persistence and detectability of conventional watermarks embedded directly in source documents or outputs. To overcome this limitation, we propose Semantic Atom-based RAG Watermarking (SARW), a distributed watermarking framework purpose-built for RAG ecosystems. SARW decomposes copyright statements into structured semantic graphs and extracts verifiable semantic atoms. These atoms are covertly embedded into knowledge base documents using natural language steganography, with topic-aware matching and retrieval-ranking optimization ensuring alignment with semantically relevant host documents. Extensive experiments demonstrate SARW's efficacy: it achieves most configurations exceed 90% detection accuracy across general and domain-specific question-answering benchmarks while exhibiting resilience against knowledge-base tampering, paraphrasing, and partial retrieval attacks, validating its practicality for secure attribution in RAG knowledge bases through retrieved-context-level verification."
Division and Union: Latent Model Watermarking,"Dai, Zhiyang; Gao, Yansong; Kuang, Boyu; Zheng, Yifeng; Mian, Ajmal; Wang, Ruimin; Fu, Anmin",2025,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2025.3607234,https://ieeexplore.ieee.org/document/11153578,"Model watermarking is a widely adopted mechanism for protecting deep learning (DL) model intellectual property (IP). Black-box verifiable watermarking typically involves injecting backdoors that cause the model to produce predetermined outputs for specific inputs. In contrast, white-box verifiable watermarking uses steganographic techniques to embed watermarks into weight parameters or activation values. However, the former poses new security risks, while the latter often lacks robustness against removal techniques. In this paper, we propose a latent model watermarking, constructing upon the model Division and Union operating concept, dubbed as DUO, leveraging the strengths of two watermarking methods above while eliminating each shortcoming. Once the model owner or provider embeds a watermark into the model using watermark data, the watermarked model is divided into two parts: the main model, which corresponds to the primary task and is made publicly available, and a small sub-network privately reserved by the owner. The watermark resides latently within the main model and can only be activated through the private sub-network (the reserved parameters) when they are united. Consequently, DUO does not adversely affect the performance of the main model on its primary task and does not induce any security risks, even in the presence of watermark data. We extensively validate DUO on four benchmark datasets (CIFAR-10, ImageNette, CIFAR-100, and Tiny-ImageNet) using various model architectures, including standardized ResNet and VGG. The results affirm its capability to accurately verify model ownership without compromising model accuracy. It exhibits a 100% detection accuracy on pirated/positive testing models (96 models are tested) with a 0% false positive rate on normal/negative testing models (64 models are tested). Due to its latent nature, DUO is both effective and robust, capable of withstanding a wide range of state-of-the-art watermark laundering including severe model fine-tuning and pruning. We further evaluate and demonstrate that DUO remains robust against adaptive attacks, even when both the watermark data and the reserved parameters are known to the adversary. © 2005-2012 IEEE."
Ownership Verification of Your NLG Models With Semantic Combination Watermarks,C. Xie; T. Xiang; S. Guo; B. Chen; N. Wang; J. Li; T. Zhang,2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2025.3627978,https://ieeexplore.ieee.org/document/11223712,"Natural Language Generation (NLG) applications have gained immense popularity due to the utilization of powerful deep learning techniques and large training corpora. However, the increasing prevalence of NLG models also poses a significant risk of unauthorized access or theft of intellectual property (IP). To safeguard NLG models, watermarking has emerged as a promising tool, but existing watermarking techniques based on pre-processing are prone to attacker detection and can potentially harm NLG applications. This article proposes a novel, semantic, and stealthy watermarking scheme for IP protection of NLG models. Our approach embeds a semantic combination watermark, which is generated through a multi-stage process designed to be semantic and stealthy. This scheme endows an NLG model with a verifiable preference for specific semantic combinations, which are initiated by a foundational pattern but holistically constructed to preserve model functionality. To enhance the robustness, data embedding is systematically performed through a masked location injection. Consequently, the watermark is seamlessly integrated into NLG models without misleading their original attention mechanism. Comprehensive experiments are conducted to demonstrate that the proposed scheme is highly effective and robust in protecting the IP of NLG models while remaining stealthy to potential attackers."
NWaaS: A Non-Intrusive and Privacy-Preserving Watermarking-As-a-Service System With Adaptive Resource Scheduling,H. An; Q. Ren; G. Hua; T. Li; Y. Guo; Y. Ma; H. Cao; Y. Fang,2026,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2026.3717448,https://ieeexplore.ieee.org/document/11625983,"Securing intellectual property (IP) in Machine Learning as a Service is critical yet challenging. While deep neural network watermarking serves as a standard defense against model extraction, existing Watermarking-as-a-Service paradigms face a triple challenge of intrusiveness, privacy risks, and inefficiency. To address these challenges, we propose Non-intrusive Watermarking as a Service (NWaaS), a holistic framework enabling trustworthy and efficient IP protection. We first introduce $\mathtt {ShadowMark}$, a novel watermarking algorithm that establishes a side-channel for ownership verification without modifying the model. It ensures zero performance degradation and eliminates the need for parameter-heavy fine-tuning as well as access to original training data, thereby addressing the intrusiveness and inefficiency inherent in existing approaches. Leveraging this non-intrusive property, we design a collaborative partitioning mechanism that allows model owners to offload self-defined partial layers, enabling a flexible trade-off between IP privacy and service cost. Furthermore, to mitigate latency from collaborative computing under high concurrency and enhance system resource utilization, we propose proportion disparity joint scheduling, a payload-balancing resource scheduling algorithm tailored to the heterogeneous constraints of edge-cloud environments. Extensive experiments demonstrate that NWaaS provides robust ownership verification across diverse continuous X-to-Image modalities, while ensuring secure owner privacy protection and superior system performance."
Dual-Locking Learned AI Models: A PIN-Based Sparse QIM Watermarking and Adaptive Index Permutation Approach,I. Vasic; J. Muñoz-Cádiz; B. Vasic,2026,IEEE Transactions on Artificial Intelligence,10.1109/TAI.2025.3636862,https://ieeexplore.ieee.org/document/11269351,"We present a dual-locking method for securing trained neural networks, combining key-driven index permutation with personal identification number (PIN)-based watermarking via sparse quantization index modulation (QIM). To incorporate cryptographic randomness into the locking mechanism, we independently apply a uniform random permutation to every row of the adaptively selected index vectors. The second stage embeds a robust, blind binary watermark into the bias coefficients, modulating its quantized values, and binding the network to a user-defined PIN. Without the correct key, the network retains its architecture, but becomes functionally impaired due to disrupted internal representations. Unlocking is achieved through inverse permutation, fully restoring model accuracy. Simultaneously, the embedded watermark remains imperceptible, concealed within the host bias structure without affecting functionality. Upon extraction, it verifies the key association and confirms model authorship. To enhance both robustness and recoverability, we apply an adaptive key selection strategy that redistributes high-magnitude weights to low-sensitivity positions and vice versa. This maximizes degradation when locked, while ensuring full recovery when unlocked. Experiments on MNIST, CIFAR-10/100, and ImageNet-1K using fully connected networks, ResNet convolutional neural networks (CNNs), and transformer architectures demonstrate that our method sharply reduces accuracy when locked to below 10% and even 0.5% for CNNs, while fully restoring it with the correct key. The embedded watermark does not degrade performance and reliably authenticates ownership. Embedding analysis across transformers and CNNs reveals the method’s diagnostic potential, where characteristic shifts in embedding distributions may indicate undertraining or suboptimal design. Overall, this approach offers strong protection and traceability for neural network models."
Lattice-Quantization Identity Watermarking for Deep Neural Network Ownership Protection,Y. Xu; Z. Li; S. Lyu,2026,IEEE Access,10.1109/ACCESS.2026.3729692,https://ieeexplore.ieee.org/document/11675784,"With the increasing trend of open-sourcing deep neural network (DNN) models, protecting model ownership has become a critical challenge, particularly in high-stakes domains such as medical AI. Existing backdoor-based watermarking methods suffer from two key limitations: visible trigger patterns and the lack of a reliable linkage to the model owner’s identity. In addition, many current verification schemes are often simplistic, relying mainly on task accuracy over trigger sets. To address these issues, we propose a novel lattice quantization-based backdoor watermarking framework for DNNs in black-box settings. The proposed method embeds the owner’s identity into trigger samples via lattice quantization index modulation, achieving identity encoding while maintaining trigger imperceptibility. Furthermore, we introduce an enhanced verification strategy that combines task performance with statistical identity extraction, providing more reliable ownership verification. Extensive experiments on benchmark datasets and multiple DNN architectures demonstrate that the proposed method achieves nearly 100% watermark success rate (WSR) and over 91% identity extraction success rate (ESR), with benign accuracy degradation below 1.51%, validating its effectiveness for reliable DNN ownership verification in black-box settings."
Artificial Intelligence (AI) and Machine Learning (ML) for Next-Generation Digital Watermarking Systems,M. Zamani; M. N. Dehkordi; R. Hilal; M. Alizadeh; S. S. M. Ziabari; S. Karamizadeh; S. S. Chaeikar; T. Khodadadi,2026,"2026 6th International Conference on Electrical, Computer and Energy Technologies (ICECET)",10.1109/ICECET65726.2026.11632411,https://ieeexplore.ieee.org/document/11632411,"Digital watermarking is a key technology for multimedia security, supporting copyright protection, authentication, and tamper detection. While traditional transform-based methods such as DCT, DWT, and SVD are effective, they often struggle to balance imperceptibility, robustness, and payload capacity under real-world attacks. Recent advances in artificial intelligence (AI) and machine learning (ML) have introduced adaptive, data-driven watermarking frameworks that outperform handcrafted approaches. This paper reviews AI/ML-based watermarking techniques across image, audio, and medical domains, highlighting CNN-based encoder-decoder architectures and optimization-enhanced deep networks. We also examine emerging applications in deepfake detection and discuss open challenges related to blockchain integration, IoT deployment, computational efficiency, and robustness to non-differentiable attacks. A comparative analysis using standard performance metrics demonstrates the advantages and limitations of AI-enhanced watermarking, and outlines future research directions toward secure, lightweight, and trustworthy multimedia systems."
A Robust DCT-Based Scheme for Watermarking Deep Neural Networks,Mohammed Baziyad; Ibrahim Kamel; Tamer Rabie; Grigory Kabatyansky,2024,Procedia Computer Science,10.1016/j.procs.2023.12.224,https://www.sciencedirect.com/science/article/pii/S1877050923022366,"This paper proposes a new robust scheme to provide copy protection services to Deep Nural Network (DNN) models using digital watermarks. The rationale of the proposed technique is that robustness can be achieved by embedding a large watermark that can span the whole watermark. If an adversary attempts to destroy the watermark, he will end up destroying the DNN model. However, maximizing the embedding capacity will strongly degrade the performance of the DNN model. To control the performance-capacity-robustness trade-of, the proposed scheme utilizes the Discrete Cosine Transform (DCT) due to its strong compaction property, which becomes even stronger when applied to correlated segments of data. Therefore, the proposed technique extracts the DNN weights and groups them within correlated segments before applying the DCT. The experimental results have proven the effectiveness of the proposed DNN watermarking scheme as it was able to embed 1.73 Mb of data with only a 1.4% drop in the classification accuracy of a standard Residual Neural Network with 21 Convolutional layers."
A surrogate ensemble fusion framework for robust watermark extraction in black-box models,Zhao Zhang; Senlin Luo; Fengtong Xing; Limin Pan,2026,Information Fusion,10.1016/j.inffus.2026.104547,https://www.sciencedirect.com/science/article/pii/S1566253526004252,"Watermarking is widely used to protect the intellectual property of deep neural networks (DNNs), yet its robustness can be undermined by black-box extraction attacks in which adversaries attempt to recover embedded watermarks through query-only access to deployed models. Existing watermark extraction methods often suffer from unstable trigger generation, sensitivity to distribution shifts, and limited adaptability to heterogeneous model architectures. In particular, random perturbations may introduce excessive noise that weakens watermark activation, while direct extraction from trigger samples is vulnerable to embedding misalignment, reducing extraction fidelity. To address these challenges, we propose TSGM, a trigger-sample and surrogate-model-based framework for black-box watermark extraction. The trigger sample generation module constructs reliable watermark-activating queries using surrogate-guided adversarial perturbations combined with entropy and confidence evaluation, followed by dimensionality reduction to capture representative perturbation patterns. The heterogeneous surrogate construction module trains multiple architectures using the generated triggers and integrates them into a cascaded surrogate model to reproduce watermark-related behaviors. Finally, watermark extraction is performed by localizing watermark-sensitive neurons and decoding watermark information from parameter deviations within the surrogate model. Extensive experiments on benchmark datasets demonstrate that TSGM consistently outperforms state-of-the-art baselines in extraction success rate and watermark fidelity, confirming its robustness across diverse black-box scenarios."
PoWBWM: Proof of work consensus cryptographic blockchain-based adaptive watermarking system for tamper detection applications,P. Aberna; L. Agilandeeswari,2025,Alexandria Engineering Journal,10.1016/j.aej.2024.10.016,https://www.sciencedirect.com/science/article/pii/S1110016824011694,"Image tamper detection is a challenging area in multimedia research. The advances in photography technology have made it possible to capture real-time high-dynamic-range (HDR) images through an iPhone or an Android device, which highlights the need for rigorous research on HDR images for tamper detection, and localization. The algorithms built for standard images may affect the watermark visibility when it is applied to HDR images as this produces high perceptual variations in the image compared to the original. To tackle this problem, we presented a Proof of Work consensus blockchain watermarking scheme combined with a convolution attention model (PoWBWM) system for tamper detection and localization. The system utilizes a Convolution Attention model (CoAtNet) to generate robust watermarks. A quaternion graph-based transform (QGBT) for embedding, ensuring imperceptibility and robustness. A fuzzy inference system optimizes embedding regions and factors based on human visual system characteristics. The system's security is enhanced through blockchain's proof-of-work (consensus) mechanism, providing a semi-blind watermarking scheme that authenticates ownership and detects tampering efficiently. The security is ensured only when the embedded hash key is authentic with its previous block to proceed further extraction process. The proposed algorithm's performance is evaluated in terms of its visibility by Peak-Signal-to-Noise-Ratio (PSNR), Structural Similarity Index (SSIM), and the perceptual quality of an HDR image is additionally measured by the Visual Dynamic Predictor (VDP) metric. On the other hand, the robustness performance is measured by Normalized Correlation Coefficient (NCC) and Bit Error Rate (BER). The experimental results for CASIA images achieved the highest PSNR value of 63.84 dB, and the SSIM value of 1.000, whereas the maximum VDP value obtained for HDR images is 98.02. In comparison with the existing system, the experimental findings of the suggested model show an effective tamper detection watermarking system as well as a robust against both intentional and unintentional attacks with an average NCC value of 0.98."
Deep fidelity in DNN watermarking: A study of backdoor watermarking for classification models,Guang Hua; Andrew Beng Jin Teoh,2023,Pattern Recognition,10.1016/j.patcog.2023.109844,https://www.sciencedirect.com/science/article/pii/S0031320323005423,"Backdoor watermarking is a promising paradigm to protect the copyright of deep neural network (DNN) models. In the existing works on this subject, researchers have intensively focused on watermarking robustness, while the concept of fidelity, which is concerned with the preservation of the model’s original functionality, has received less attention. In this paper, focusing on deep image classification models, we show that the existing shared notion of the sole measurement of learning accuracy is inadequate to characterize backdoor fidelity. Meanwhile, we show that the analogous concept of embedding distortion in multimedia watermarking, interpreted as the total weight loss (TWL) in DNN backdoor watermarking, is also problematic for fidelity measurement. To address this challenge, we propose the concept of deep fidelity, which states that the backdoor watermarked DNN model should preserve both the feature representation and decision boundary of the unwatermarked host model. To achieve deep fidelity, we propose two loss functions termed penultimate feature loss (PFL) and softmax probability-distribution loss (SPL) to preserve feature representation, while the decision boundary is preserved by the proposed fix last layer (FixLL) treatment, inspired by the recent discovery that deep learning with a fixed classifier causes no loss of learning accuracy. With the above designs, both embedding from scratch and fine-tuning strategies are implemented to evaluate the deep fidelity of backdoor embedding, whose advantages over the existing methods are verified via experiments using ResNet18 for MNIST and CIFAR-10 classifications, and wide residual network (i.e., WRN28_10) for CIFAR-100 task. PyTorch codes are available at https://github.com/ghua-ac/dnn_watermark."
